Region,Province,Area_display,Year,Price,Households,UnitsPer1k,GRDP_Const2018,Consumption_Const2018,PTI,EmploymentRate_2024_2025_avg,Flood_Index_0to1,StormSurge_Index_0to1,Landslide_Index_0to1,Price_proxy,Households_proxy,Units_proxy,GRDP_proxy,Consumption_proxy,PTI_proxy,Hazard_proxy,AvgIncome_per_HH,Nearest_Fault_Name,Fault_Distance_km,Hazard_source,Flood_Level,StormSurge_Level,Landslide_Level,Fault_Proximity_Level,Flood_Tooltip,StormSurge_Tooltip,Landslide_Tooltip,Fault_Tooltip,Flood_Tooltip_ASCII,StormSurge_Tooltip_ASCII,Landslide_Tooltip_ASCII,Fault_Tooltip_ASCII,Flood_Level_tips,Flood_Level_Num,Landslide_Level_tips,Landslide_Level_Num,StormSurge_Level_tips,StormSurge_Level_Num,Flood_Level_Simple,StormSurge_Level_Simple,Landslide_Level_Simple,Fault_Proximity_Index,Fault_Proximity_Level_Simple,AvgIncome_per_HH_city,AvgIncome_per_HH_prov,AvgIncome_per_HH_ncr,name_key,prov_key,Area_slug,City,Flood_Level_tips_ascii,StormSurge_Level_tips_ascii,Landslide_Level_tips_ascii
NCR,Metro Manila,Marikina,2029,10081891.702921618,113024.00731893728,104028.88722483849,415828679.5759087,246756.3682968842,15.144246530283054,94.22317323191902,1.0,0.2,0.2,True,True,True,True,True,True,True,665724.2196078527,Valley Fault System,0.0,City,High,Low,Low,,Flood risk — Level: High (index 1.00),Storm-surge risk — Level: Low (index 0.20),Landslide risk — Level: Low (index 0.20),Nearest fault: 0.0 at 0.0 km — Level: High (index 1.00),Flood risk Level: High (index 1.00),Storm-surge risk Level: Low (index 0.20),Landslide risk Level: Low (index 0.20),Nearest fault: 0.0 at 0.0 km Level: High (index 1.00),"Flood: High (NOAH level 3/3, index 1.00)",0.8,"Landslide: Low (NOAH level 1/3, index 0.20)",0.2,"StormSurge: Low (NOAH level 1/3, index 0.20)",0.2,High,Low,Low,1.0,High,665724.2196078527,667014.5847739162,645530.2034417075,marikina,metro manila,marikina,,"Flood: High (NOAH level 3/3, index 1.00)","StormSurge: Low (NOAH level 1/3, index 0.20)","Landslide: Low (NOAH level 1/3, index 0.20)"
Region III,Bulacan,Meycauayan,2024,2137512.855663388,352673.3661957038,968072.4742748338,770302733.7511902,50405.66465036251,6.442474149867152,94.22317323191902,0.2,0.2,0.2,True,True,True,True,True,True,True,331784.4675725187,Valley Fault System,12.3,City,Low,Low,Low,,Flood risk — Level: Medium (index 0.40),Storm-surge risk — Level: Medium (index 0.60),Landslide risk — Level: Low (index 0.20),Nearest fault: 12.3 at 12.3 km — Level: Low (index 0.03),Flood risk Level: Medium (index 0.40),Storm-surge risk Level: Medium (index 0.60),Landslide risk Level: Low (index 0.20),Nearest fault: 12.3 at 12.3 km Level: Low (index 0.03),"Flood: Low (NOAH level 1/3, index 0.20)",0.2,"Landslide: Low (NOAH level 1/3, index 0.20)",0.2,"StormSurge: Low (NOAH level 1/3, index 0.20)",0.2,Low,Low,Low,0.59,Low,331784.4675725187,331784.4675725187,528100.9087916539,meycauayan,bulacan,meycauayan,,"Flood: Low (NOAH level 1/3, index 0.20)","StormSurge: Low (NOAH level 1/3, index 0.20)","Landslide: Low (NOAH level 1/3, index 0.20)"
Region III,Bulacan,Meycauayan,2025,2173806.741949856,361065.6794879185,985989.7685782006,794816792.713511,50524.04841267688,6.328088751031511,94.22317323191902,0.2,0.2,0.2,True,True,True,True,True,True,True,343517.10721432505,Valley Fault System,12.3,City,Low,Low,Low,,Flood risk — Level: Medium (index 0.40),Storm-surge risk — Level: Medium (index 0.60),Landslide risk — Level: Low (index 0.20),Nearest fault: 12.3 at 12.3 km — Level: Low (index 0.03),Flood risk Level: Medium (index 0.40),Storm-surge risk Level: Medium (index 0.60),Landslide risk Level: Low (index 0.20),Nearest fault: 12.3 at 12.3 km Level: Low (index 0.03),"Flood: Low (NOAH level 1/3, index 0.20)",0.2,"Landslide: Low (NOAH level 1/3, index 0.20)",0.2,"StormSurge: Low (NOAH level 1/3, index 0.20)",0.2,Low,Low,Low,0.59,Low,343517.10721432505,343517.10721432505,549739.3761964802,meycauayan,bulacan,meycauayan,,"Flood: Low (NOAH level 1/3, index 0.20)","StormSurge: Low (NOAH level 1/3, index 0.20)","Landslide: Low (NOAH level 1/3, index 0.20)"
Region III,Bulacan,Meycauayan,2026,2209665.1535123494,369656.0251051831,1004235.1256415535,819330851.675832,50642.71021348715,6.212749052230065,94.22317323191902,0.2,0.2,0.2,True,True,True,True,True,True,True,355666.2493424212,Valley Fault System,12.3,City,Low,Low,Low,,Flood risk — Level: Medium (index 0.40),Storm-surge risk — Level: Medium (index 0.60),Landslide risk — Level: Low (index 0.20),Nearest fault: 12.3 at 12.3 km — Level: Low (index 0.03),Flood risk Level: Medium (index 0.40),Storm-surge risk Level: Medium (index 0.60),Landslide risk Level: Low (index 0.20),Nearest fault: 12.3 at 12.3 km Level: Low (index 0.03),"Flood: Low (NOAH level 1/3, index 0.20)",0.2,"Landslide: Low (NOAH level 1/3, index 0.20)",0.2,"StormSurge: Low (NOAH level 1/3, index 0.20)",0.2,Low,Low,Low,0.59,Low,355666.2493424212,355666.2493424212,572264.4606546622,meycauayan,bulacan,meycauayan,,"Flood: Low (NOAH level 1/3, index 0.20)","StormSurge: Low (NOAH level 1/3, index 0.20)","Landslide: Low (NOAH level 1/3, index 0.20)"
Region III,Bulacan,Meycauayan,2027,2245109.506681826,378449.0362070015,1022814.4865315196,843844910.6381428,50761.65070579997,6.096753310639334,94.22317323191902,0.2,0.2,0.2,True,True,True,True,True,True,True,368246.7359740349,Valley Fault System,12.3,City,Low,Low,Low,,Flood risk — Level: Medium (index 0.40),Storm-surge risk — Level: Medium (index 0.60),Landslide risk — Level: Low (index 0.20),Nearest fault: 12.3 at 12.3 km — Level: Low (index 0.03),Flood risk Level: Medium (index 0.40),Storm-surge risk Level: Medium (index 0.60),Landslide risk Level: Low (index 0.20),Nearest fault: 12.3 at 12.3 km Level: Low (index 0.03),"Flood: Low (NOAH level 1/3, index 0.20)",0.2,"Landslide: Low (NOAH level 1/3, index 0.20)",0.2,"StormSurge: Low (NOAH level 1/3, index 0.20)",0.2,Low,Low,Low,0.59,Low,368246.7359740349,368246.7359740349,595712.4905153749,meycauayan,bulacan,meycauayan,,"Flood: Low (NOAH level 1/3, index 0.20)","StormSurge: Low (NOAH level 1/3, index 0.20)","Landslide: Low (NOAH level 1/3, index 0.20)"
Region III,Bulacan,Meycauayan,2028,2280159.654288254,387449.45341228094,1041733.8987028868,868358969.600464,50880.87054415592,5.980371106054306,94.22317323191902,0.2,0.2,0.2,True,True,True,True,True,True,True,381273.94000347325,Valley Fault System,12.3,City,Low,Low,Low,,Flood risk — Level: Medium (index 0.40),Storm-surge risk — Level: Medium (index 0.60),Landslide risk — Level: Low (index 0.20),Nearest fault: 12.3 at 12.3 km — Level: Low (index 0.03),Flood risk Level: Medium (index 0.40),Storm-surge risk Level: Medium (index 0.60),Landslide risk Level: Low (index 0.20),Nearest fault: 12.3 at 12.3 km Level: Low (index 0.03),"Flood: Low (NOAH level 1/3, index 0.20)",0.2,"Landslide: Low (NOAH level 1/3, index 0.20)",0.2,"StormSurge: Low (NOAH level 1/3, index 0.20)",0.2,Low,Low,Low,0.59,Low,381273.94000347325,381273.94000347325,620121.2826497357,meycauayan,bulacan,meycauayan,,"Flood: Low (NOAH level 1/3, index 0.20)","StormSurge: Low (NOAH level 1/3, index 0.20)","Landslide: Low (NOAH level 1/3, index 0.20)"
Region III,Bulacan,Meycauayan,2029,2314834.0400925525,396662.127269772,1060999.5178819783,892873028.5627849,51000.37038463277,5.86384600711743,94.22317323191902,0.2,0.2,0.2,True,True,True,True,True,True,True,394763.7842608501,Valley Fault System,12.3,City,Low,Low,Low,,Flood risk — Level: Medium (index 0.40),Storm-surge risk — Level: Medium (index 0.60),Landslide risk — Level: Low (index 0.20),Nearest fault: 12.3 at 12.3 km — Level: Low (index 0.03),Flood risk Level: Medium (index 0.40),Storm-surge risk Level: Medium (index 0.60),Landslide risk Level: Low (index 0.20),Nearest fault: 12.3 at 12.3 km Level: Low (index 0.03),"Flood: Low (NOAH level 1/3, index 0.20)",0.2,"Landslide: Low (NOAH level 1/3, index 0.20)",0.2,"StormSurge: Low (NOAH level 1/3, index 0.20)",0.2,Low,Low,Low,0.59,Low,394763.7842608501,394763.7842608501,645530.2034417075,meycauayan,bulacan,meycauayan,,"Flood: Low (NOAH level 1/3, index 0.20)","StormSurge: Low (NOAH level 1/3, index 0.20)","Landslide: Low (NOAH level 1/3, index 0.20)"
NCR,Metro Manila,Muntinlupa,2024,27975692.52144857,146924.80342128355,132792.65023755713,380720786.2901936,236601.1090121588,20.0,94.22317323191902,0.6,0.2,0.2,True,True,True,True,True,True,True,546732.6695661489,Valley Fault System,0.0,City,Medium,Low,Low,,Flood risk — Level: Medium (index 0.60),Storm-surge risk — Level: Low (index 0.20),Landslide risk — Level: Low (index 0.20),Nearest fault: 0.0 at 0.0 km — Level: High (index 1.00),Flood risk Level: Medium (index 0.60),Storm-surge risk Level: Low (index 0.20),Landslide risk Level: Low (index 0.20),Nearest fault: 0.0 at 0.0 km Level: High (index 1.00),"Flood: Medium (NOAH level 2/3, index 0.60)",0.5,"Landslide: Low (NOAH level 1/3, index 0.20)",0.2,"StormSurge: Low (NOAH level 1/3, index 0.20)",0.2,Medium,Low,Low,1.0,High,546732.6695661489,545677.0365171637,528100.9087916539,muntinlupa,metro manila,muntinlupa,,"Flood: Medium (NOAH level 2/3, index 0.60)","StormSurge: Low (NOAH level 1/3, index 0.20)","Landslide: Low (NOAH level 1/3, index 0.20)"
NCR,Metro Manila,Muntinlupa,2025,28351388.845991872,147482.86297765715,133184.94724958058,387742364.9473362,238598.1624837792,20.0,94.22317323191902,0.6,0.2,0.2,True,True,True,True,True,True,True,569134.5568808859,Valley Fault System,0.0,City,Medium,Low,Low,,Flood risk — Level: Medium (index 0.60),Storm-surge risk — Level: Low (index 0.20),Landslide risk — Level: Low (index 0.20),Nearest fault: 0.0 at 0.0 km — Level: High (index 1.00),Flood risk Level: Medium (index 0.60),Storm-surge risk Level: Low (index 0.20),Landslide risk Level: Low (index 0.20),Nearest fault: 0.0 at 0.0 km Level: High (index 1.00),"Flood: Medium (NOAH level 2/3, index 0.60)",0.5,"Landslide: Low (NOAH level 1/3, index 0.20)",0.2,"StormSurge: Low (NOAH level 1/3, index 0.20)",0.2,Medium,Low,Low,1.0,High,569134.5568808859,568035.6702018811,549739.3761964802,muntinlupa,metro manila,muntinlupa,,"Flood: Medium (NOAH level 2/3, index 0.60)","StormSurge: Low (NOAH level 1/3, index 0.20)","Landslide: Low (NOAH level 1/3, index 0.20)"
NCR,Metro Manila,Muntinlupa,2026,28727419.070458792,148043.0421929392,133578.4031882868,394763943.6044789,240612.07226932416,20.0,94.22317323191902,0.6,0.2,0.2,True,True,True,True,True,True,True,592454.3417042128,Valley Fault System,0.0,City,Medium,Low,Low,,Flood risk — Level: Medium (index 0.60),Storm-surge risk — Level: Low (index 0.20),Landslide risk — Level: Low (index 0.20),Nearest fault: 0.0 at 0.0 km — Level: High (index 1.00),Flood risk Level: Medium (index 0.60),Storm-surge risk Level: Low (index 0.20),Landslide risk Level: Low (index 0.20),Nearest fault: 0.0 at 0.0 km Level: High (index 1.00),"Flood: Medium (NOAH level 2/3, index 0.60)",0.5,"Landslide: Low (NOAH level 1/3, index 0.20)",0.2,"StormSurge: Low (NOAH level 1/3, index 0.20)",0.2,Medium,Low,Low,1.0,High,592454.3417042128,591310.4291159748,572264.4606546622,muntinlupa,metro manila,muntinlupa,,"Flood: Medium (NOAH level 2/3, index 0.60)","StormSurge: Low (NOAH level 1/3, index 0.20)","Landslide: Low (NOAH level 1/3, index 0.20)"
NCR,Metro Manila,Muntinlupa,2027,29103831.785470724,148605.3491181593,133973.02147738548,401785522.2616234,242642.9806460661,20.0,94.22317323191902,0.6,0.2,0.2,True,True,True,True,True,True,True,616729.6340742776,Valley Fault System,0.0,City,Medium,Low,Low,,Flood risk — Level: Medium (index 0.60),Storm-surge risk — Level: Low (index 0.20),Landslide risk — Level: Low (index 0.20),Nearest fault: 0.0 at 0.0 km — Level: High (index 1.00),Flood risk Level: Medium (index 0.60),Storm-surge risk Level: Low (index 0.20),Landslide risk Level: Low (index 0.20),Nearest fault: 0.0 at 0.0 km Level: High (index 1.00),"Flood: Medium (NOAH level 2/3, index 0.60)",0.5,"Landslide: Low (NOAH level 1/3, index 0.20)",0.2,"StormSurge: Low (NOAH level 1/3, index 0.20)",0.2,Medium,Low,Low,1.0,High,616729.6340742776,615538.8506800202,595712.4905153749,muntinlupa,metro manila,muntinlupa,,"Flood: Medium (NOAH level 2/3, index 0.60)","StormSurge: Low (NOAH level 1/3, index 0.20)","Landslide: Low (NOAH level 1/3, index 0.20)"
NCR,Metro Manila,Muntinlupa,2028,29480673.74748739,149169.79183492658,134368.80555070055,408807100.918766,244691.0310921803,20.0,94.22317323191902,0.6,0.2,0.2,True,True,True,True,True,True,True,641999.5850672404,Valley Fault System,0.0,City,Medium,Low,Low,,Flood risk — Level: Medium (index 0.60),Storm-surge risk — Level: Low (index 0.20),Landslide risk — Level: Low (index 0.20),Nearest fault: 0.0 at 0.0 km — Level: High (index 1.00),Flood risk Level: Medium (index 0.60),Storm-surge risk Level: Low (index 0.20),Landslide risk Level: Low (index 0.20),Nearest fault: 0.0 at 0.0 km Level: High (index 1.00),"Flood: Medium (NOAH level 2/3, index 0.60)",0.5,"Landslide: Low (NOAH level 1/3, index 0.20)",0.2,"StormSurge: Low (NOAH level 1/3, index 0.20)",0.2,Medium,Low,Low,1.0,High,641999.5850672404,640760.0103771647,620121.2826497357,muntinlupa,metro manila,muntinlupa,,"Flood: Medium (NOAH level 2/3, index 0.60)","StormSurge: Low (NOAH level 1/3, index 0.20)","Landslide: Low (NOAH level 1/3, index 0.20)"
NCR,Metro Manila,Muntinlupa,2029,29857989.99482776,149736.3784555467,134765.7588522003,415828679.5759087,246756.3682968842,20.0,94.22317323191902,0.6,0.2,0.2,True,True,True,True,True,True,True,668304.9499399796,Valley Fault System,0.0,City,Medium,Low,Low,,Flood risk — Level: Medium (index 0.60),Storm-surge risk — Level: Low (index 0.20),Landslide risk — Level: Low (index 0.20),Nearest fault: 0.0 at 0.0 km — Level: High (index 1.00),Flood risk Level: Medium (index 0.60),Storm-surge risk Level: Low (index 0.20),Landslide risk Level: Low (index 0.20),Nearest fault: 0.0 at 0.0 km Level: High (index 1.00),"Flood: Medium (NOAH level 2/3, index 0.60)",0.5,"Landslide: Low (NOAH level 1/3, index 0.20)",0.2,"StormSurge: Low (NOAH level 1/3, index 0.20)",0.2,Medium,Low,Low,1.0,High,668304.9499399796,667014.5847739162,645530.2034417075,muntinlupa,metro manila,muntinlupa,,"Flood: Medium (NOAH level 2/3, index 0.60)","StormSurge: Low (NOAH level 1/3, index 0.20)","Landslide: Low (NOAH level 1/3, index 0.20)"
NCR,Metro Manila,Navotas,2024,23859242.76031225,67091.24532976859,58164.3445942025,380720786.2901936,236601.1090121588,20.0,94.22317323191902,0.2,0.2,0.2,True,True,True,True,True,True,True,317350.04910622723,Valley Fault System,12.2,City,Low,Low,Low,,Flood risk — Level: Low (index 0.20),Storm-surge risk — Level: Low (index 0.20),Landslide risk — Level: Low (index 0.20),Nearest fault: 12.2 at 12.2 km — Level: Low (index 0.08),Flood risk Level: Low (index 0.20),Storm-surge risk Level: Low (index 0.20),Landslide risk Level: Low (index 0.20),Nearest fault: 12.2 at 12.2 km Level: Low (index 0.08),"Flood: Low (NOAH level 1/3, index 0.20)",0.2,"Landslide: Low (NOAH level 1/3, index 0.20)",0.2,"StormSurge: Low (NOAH level 1/3, index 0.20)",0.2,Low,Low,Low,0.5933333333333334,Low,317350.04910622723,545677.0365171637,528100.9087916539,navotas,metro manila,navotas,,"Flood: Low (NOAH level 1/3, index 0.20)","StormSurge: Low (NOAH level 1/3, index 0.20)","Landslide: Low (NOAH level 1/3, index 0.20)"
NCR,Metro Manila,Navotas,2025,24179657.69926553,67346.07575821521,58336.174123546094,387742364.9473362,238598.1624837792,20.0,94.22317323191902,0.2,0.2,0.2,True,True,True,True,True,True,True,330353.18653543084,Valley Fault System,12.2,City,Low,Low,Low,,Flood risk — Level: Low (index 0.20),Storm-surge risk — Level: Low (index 0.20),Landslide risk — Level: Low (index 0.20),Nearest fault: 12.2 at 12.2 km — Level: Low (index 0.08),Flood risk Level: Low (index 0.20),Storm-surge risk Level: Low (index 0.20),Landslide risk Level: Low (index 0.20),Nearest fault: 12.2 at 12.2 km Level: Low (index 0.08),"Flood: Low (NOAH level 1/3, index 0.20)",0.2,"Landslide: Low (NOAH level 1/3, index 0.20)",0.2,"StormSurge: Low (NOAH level 1/3, index 0.20)",0.2,Low,Low,Low,0.5933333333333334,Low,330353.18653543084,568035.6702018811,549739.3761964802,navotas,metro manila,navotas,,"Flood: Low (NOAH level 1/3, index 0.20)","StormSurge: Low (NOAH level 1/3, index 0.20)","Landslide: Low (NOAH level 1/3, index 0.20)"
NCR,Metro Manila,Navotas,2026,24500357.406838182,67601.87410053705,58508.51127293353,394763943.6044789,240612.07226932416,20.0,94.22317323191902,0.2,0.2,0.2,True,True,True,True,True,True,True,343889.1160139125,Valley Fault System,12.2,City,Low,Low,Low,,Flood risk — Level: Low (index 0.20),Storm-surge risk — Level: Low (index 0.20),Landslide risk — Level: Low (index 0.20),Nearest fault: 12.2 at 12.2 km — Level: Low (index 0.08),Flood risk Level: Low (index 0.20),Storm-surge risk Level: Low (index 0.20),Landslide risk Level: Low (index 0.20),Nearest fault: 12.2 at 12.2 km Level: Low (index 0.08),"Flood: Low (NOAH level 1/3, index 0.20)",0.2,"Landslide: Low (NOAH level 1/3, index 0.20)",0.2,"StormSurge: Low (NOAH level 1/3, index 0.20)",0.2,Low,Low,Low,0.5933333333333334,Low,343889.1160139125,591310.4291159748,572264.4606546622,navotas,metro manila,navotas,,"Flood: Low (NOAH level 1/3, index 0.20)","StormSurge: Low (NOAH level 1/3, index 0.20)","Landslide: Low (NOAH level 1/3, index 0.20)"
NCR,Metro Manila,Navotas,2027,24821383.32384282,67858.644033129,58681.35754197968,401785522.2616234,242642.9806460661,20.0,94.22317323191902,0.2,0.2,0.2,True,True,True,True,True,True,True,357979.6682244128,Valley Fault System,12.2,City,Low,Low,Low,,Flood risk — Level: Low (index 0.20),Storm-surge risk — Level: Low (index 0.20),Landslide risk — Level: Low (index 0.20),Nearest fault: 12.2 at 12.2 km — Level: Low (index 0.08),Flood risk Level: Low (index 0.20),Storm-surge risk Level: Low (index 0.20),Landslide risk Level: Low (index 0.20),Nearest fault: 12.2 at 12.2 km Level: Low (index 0.08),"Flood: Low (NOAH level 1/3, index 0.20)",0.2,"Landslide: Low (NOAH level 1/3, index 0.20)",0.2,"StormSurge: Low (NOAH level 1/3, index 0.20)",0.2,Low,Low,Low,0.5933333333333334,Low,357979.6682244128,615538.8506800202,595712.4905153749,navotas,metro manila,navotas,,"Flood: Low (NOAH level 1/3, index 0.20)","StormSurge: Low (NOAH level 1/3, index 0.20)","Landslide: Low (NOAH level 1/3, index 0.20)"
NCR,Metro Manila,Navotas,2028,25142775.32681592,68116.38924634976,58854.71443472949,408807100.918766,244691.0310921803,20.0,94.22317323191902,0.2,0.2,0.2,True,True,True,True,True,True,True,372647.5683425682,Valley Fault System,12.2,City,Low,Low,Low,,Flood risk — Level: Low (index 0.20),Storm-surge risk — Level: Low (index 0.20),Landslide risk — Level: Low (index 0.20),Nearest fault: 12.2 at 12.2 km — Level: Low (index 0.08),Flood risk Level: Low (index 0.20),Storm-surge risk Level: Low (index 0.20),Landslide risk Level: Low (index 0.20),Nearest fault: 12.2 at 12.2 km Level: Low (index 0.08),"Flood: Low (NOAH level 1/3, index 0.20)",0.2,"Landslide: Low (NOAH level 1/3, index 0.20)",0.2,"StormSurge: Low (NOAH level 1/3, index 0.20)",0.2,Low,Low,Low,0.5933333333333334,Low,372647.5683425682,640760.0103771647,620121.2826497357,navotas,metro manila,navotas,,"Flood: Low (NOAH level 1/3, index 0.20)","StormSurge: Low (NOAH level 1/3, index 0.20)","Landslide: Low (NOAH level 1/3, index 0.20)"
NCR,Metro Manila,Navotas,2029,25464571.82696697,68375.11344457511,59028.58345967126,415828679.5759087,246756.3682968842,20.0,94.22317323191902,0.2,0.2,0.2,True,True,True,True,True,True,True,387916.47268798697,Valley Fault System,12.2,City,Low,Low,Low,,Flood risk — Level: Low (index 0.20),Storm-surge risk — Level: Low (index 0.20),Landslide risk — Level: Low (index 0.20),Nearest fault: 12.2 at 12.2 km — Level: Low (index 0.08),Flood risk Level: Low (index 0.20),Storm-surge risk Level: Low (index 0.20),Landslide risk Level: Low (index 0.20),Nearest fault: 12.2 at 12.2 km Level: Low (index 0.08),"Flood: Low (NOAH level 1/3, index 0.20)",0.2,"Landslide: Low (NOAH level 1/3, index 0.20)",0.2,"StormSurge: Low (NOAH level 1/3, index 0.20)",0.2,Low,Low,Low,0.5933333333333334,Low,387916.47268798697,667014.5847739162,645530.2034417075,navotas,metro manila,navotas,,"Flood: Low (NOAH level 1/3, index 0.20)","StormSurge: Low (NOAH level 1/3, index 0.20)","Landslide: Low (NOAH level 1/3, index 0.20)"
Region III,Zambales,Olongapo,2024,3880100.548240364,189680.0018806156,180410.323106104,2310908201.2535706,151216.99395108753,11.935596171824429,94.22317323191902,0.6,1.0,0.2,True,True,True,True,True,True,True,291614.8365244304,Iba Fault,34.8,City,Medium,High,Low,,Flood risk — Level: Medium (index 0.40),Storm-surge risk — Level: Medium (index 0.60),Landslide risk — Level: Low (index 0.20),Nearest fault: 34.8 at 34.8 km — Level: Low (index 0.03),Flood risk Level: Medium (index 0.40),Storm-surge risk Level: Medium (index 0.60),Landslide risk Level: Low (index 0.20),Nearest fault: 34.8 at 34.8 km Level: Low (index 0.03),"Flood: Medium (NOAH level 2/3, index 0.60)",0.5,"Landslide: Low (NOAH level 1/3, index 0.20)",0.2,"StormSurge: High (NOAH level 3/3, index 1.00)",0.8,Medium,High,Low,0.0,Low,325086.4466577598,291614.8365244304,528100.9087916539,olongapo,zambales,olongapo,,"Flood: Medium (NOAH level 2/3, index 0.60)","StormSurge: High (NOAH level 3/3, index 1.00)","Landslide: Low (NOAH level 1/3, index 0.20)"
Region III,Zambales,Olongapo,2025,3945982.691454042,194193.67984337587,183749.3963060511,2384450378.140533,151572.14523803064,11.72368101365752,94.22317323191902,0.6,1.0,0.2,True,True,True,True,True,True,True,301926.98831434984,Iba Fault,34.8,City,Medium,High,Low,,Flood risk — Level: Medium (index 0.40),Storm-surge risk — Level: Medium (index 0.60),Landslide risk — Level: Low (index 0.20),Nearest fault: 34.8 at 34.8 km — Level: Low (index 0.03),Flood risk Level: Medium (index 0.40),Storm-surge risk Level: Medium (index 0.60),Landslide risk Level: Low (index 0.20),Nearest fault: 34.8 at 34.8 km Level: Low (index 0.03),"Flood: Medium (NOAH level 2/3, index 0.60)",0.5,"Landslide: Low (NOAH level 1/3, index 0.20)",0.2,"StormSurge: High (NOAH level 3/3, index 1.00)",0.8,Medium,High,Low,0.0,Low,336582.2293234662,301926.98831434984,549739.3761964802,olongapo,zambales,olongapo,,"Flood: Medium (NOAH level 2/3, index 0.60)","StormSurge: High (NOAH level 3/3, index 1.00)","Landslide: Low (NOAH level 1/3, index 0.20)"
Region III,Zambales,Olongapo,2026,4011074.343180965,198813.8664778655,187149.6073960849,2457992555.0274963,151928.13064046146,11.509997879592902,94.22317323191902,0.6,1.0,0.2,True,True,True,True,True,True,True,312605.2160250019,Iba Fault,34.8,City,Medium,High,Low,,Flood risk — Level: Medium (index 0.40),Storm-surge risk — Level: Medium (index 0.60),Landslide risk — Level: Low (index 0.20),Nearest fault: 34.8 at 34.8 km — Level: Low (index 0.03),Flood risk Level: Medium (index 0.40),Storm-surge risk Level: Medium (index 0.60),Landslide risk Level: Low (index 0.20),Nearest fault: 34.8 at 34.8 km Level: Low (index 0.03),"Flood: Medium (NOAH level 2/3, index 0.60)",0.5,"Landslide: Low (NOAH level 1/3, index 0.20)",0.2,"StormSurge: High (NOAH level 3/3, index 1.00)",0.8,Medium,High,Low,0.0,Low,348486.1061783995,312605.2160250019,572264.4606546622,olongapo,zambales,olongapo,,"Flood: Medium (NOAH level 2/3, index 0.60)","StormSurge: High (NOAH level 3/3, index 1.00)","Landslide: Low (NOAH level 1/3, index 0.20)"
Region III,Zambales,Olongapo,2027,4075414.379218891,203543.05365840145,190612.0635554489,2531534731.9144287,152284.95211739992,11.295099333308968,94.22317323191902,0.6,1.0,0.2,True,True,True,True,True,True,True,323662.5647288677,Iba Fault,34.8,City,Medium,High,Low,,Flood risk — Level: Medium (index 0.40),Storm-surge risk — Level: Medium (index 0.60),Landslide risk — Level: Low (index 0.20),Nearest fault: 34.8 at 34.8 km — Level: Low (index 0.03),Flood risk Level: Medium (index 0.40),Storm-surge risk Level: Medium (index 0.60),Landslide risk Level: Low (index 0.20),Nearest fault: 34.8 at 34.8 km Level: Low (index 0.03),"Flood: Medium (NOAH level 2/3, index 0.60)",0.5,"Landslide: Low (NOAH level 1/3, index 0.20)",0.2,"StormSurge: High (NOAH level 3/3, index 1.00)",0.8,Medium,High,Low,0.0,Low,360812.6196111082,323662.5647288677,595712.4905153749,olongapo,zambales,olongapo,,"Flood: Medium (NOAH level 2/3, index 0.60)","StormSurge: High (NOAH level 3/3, index 1.00)","Landslide: Low (NOAH level 1/3, index 0.20)"
Region III,Zambales,Olongapo,2028,4139038.837234794,208383.7910547048,194137.89178992144,2605076908.801392,152642.61163246777,11.079484809571655,94.22317323191902,0.6,1.0,0.2,True,True,True,True,True,True,True,335112.54610144283,Iba Fault,34.8,City,Medium,High,Low,,Flood risk — Level: Medium (index 0.40),Storm-surge risk — Level: Medium (index 0.60),Landslide risk — Level: Low (index 0.20),Nearest fault: 34.8 at 34.8 km — Level: Low (index 0.03),Flood risk Level: Medium (index 0.40),Storm-surge risk Level: Medium (index 0.60),Landslide risk Level: Low (index 0.20),Nearest fault: 34.8 at 34.8 km Level: Low (index 0.03),"Flood: Medium (NOAH level 2/3, index 0.60)",0.5,"Landslide: Low (NOAH level 1/3, index 0.20)",0.2,"StormSurge: High (NOAH level 3/3, index 1.00)",0.8,Medium,High,Low,0.0,Low,373576.832169944,335112.54610144283,620121.2826497357,olongapo,zambales,olongapo,,"Flood: Medium (NOAH level 2/3, index 0.60)","StormSurge: High (NOAH level 3/3, index 1.00)","Landslide: Low (NOAH level 1/3, index 0.20)"
Region III,Zambales,Olongapo,2029,4201981.197096017,213338.68746058957,197728.2392828017,2678619085.6883545,153001.1111538983,10.8636055538014,94.22317323191902,0.6,1.0,0.2,True,True,True,True,True,True,True,346969.15517249634,Iba Fault,34.8,City,Medium,High,Low,,Flood risk — Level: Medium (index 0.40),Storm-surge risk — Level: Medium (index 0.60),Landslide risk — Level: Low (index 0.20),Nearest fault: 34.8 at 34.8 km — Level: Low (index 0.03),Flood risk Level: Medium (index 0.40),Storm-surge risk Level: Medium (index 0.60),Landslide risk Level: Low (index 0.20),Nearest fault: 34.8 at 34.8 km Level: Low (index 0.03),"Flood: Medium (NOAH level 2/3, index 0.60)",0.5,"Landslide: Low (NOAH level 1/3, index 0.20)",0.2,"StormSurge: High (NOAH level 3/3, index 1.00)",0.8,Medium,High,Low,0.0,Low,386794.3452370339,346969.15517249634,645530.2034417075,olongapo,zambales,olongapo,,"Flood: Medium (NOAH level 2/3, index 0.60)","StormSurge: High (NOAH level 3/3, index 1.00)","Landslide: Low (NOAH level 1/3, index 0.20)"
