Region,Region_slug,Province,Area_display,Area_slug,Area_level,Year,Month,Employed,Weight
Region III (Central Luzon),region-iii-central-luzon,Bataan,Mariveles,mariveles,city/municipality,2023,12,1.0,2096.8081
Region III (Central Luzon),region-iii-central-luzon,Bataan,Mariveles,mariveles,city/municipality,2023,12,1.0,2052.7633
Region III (Central Luzon),region-iii-central-luzon,Bataan,Pilar,pilar,city/municipality,2023,12,1.0,1982.0772
Region III (Central Luzon),region-iii-central-luzon,Bataan,Pilar,pilar,city/municipality,2023,12,1.0,2751.0123
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,0.0,1541.4305
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,0.0,2397.9457
Region III (Central Luzon),region-iii-central-luzon,Bataan,Pilar,pilar,city/municipality,2023,12,1.0,2229.2934
Region III (Central Luzon),region-iii-central-luzon,Bataan,Pilar,pilar,city/municipality,2023,12,1.0,2330.0392
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,,2397.9457
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,0.0,2397.9457
Region III (Central Luzon),region-iii-central-luzon,Bataan,Balanga,balanga,city/municipality,2023,12,1.0,1982.0772
Region III (Central Luzon),region-iii-central-luzon,Bataan,Pilar,pilar,city/municipality,2023,12,1.0,2751.0123
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,0.0,1541.4305
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,0.0,1729.4695
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,0.0,1729.4695
Region III (Central Luzon),region-iii-central-luzon,Bataan,Pilar,pilar,city/municipality,2023,12,1.0,1649.8002
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,0.0,1940.4423
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,0.0,1729.4695
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,0.0,2397.9457
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,,1729.4695
Region III (Central Luzon),region-iii-central-luzon,Bataan,Pilar,pilar,city/municipality,2023,12,1.0,1982.0772
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,0.0,2206.8935
Region III (Central Luzon),region-iii-central-luzon,Bataan,Orion,orion,city/municipality,2023,12,1.0,2112.5092
Region III (Central Luzon),region-iii-central-luzon,Bataan,Pilar,pilar,city/municipality,2023,12,1.0,1786.654
Region III (Central Luzon),region-iii-central-luzon,Bataan,Pilar,pilar,city/municipality,2023,12,1.0,1541.4305
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,0.0,2206.8935
Region III (Central Luzon),region-iii-central-luzon,Bataan,Pilar,pilar,city/municipality,2023,12,1.0,2229.2934
Region III (Central Luzon),region-iii-central-luzon,City Of Manila,Santa Ana,santa-ana,city/municipality,2023,12,1.0,2330.0392
Region III (Central Luzon),region-iii-central-luzon,Bataan,Balanga,balanga,city/municipality,2023,12,1.0,1541.4305
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,0.0,2206.8935
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,0.0,2397.9457
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,0.0,2397.9457
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,0.0,3235.264
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,0.0,2066.2977
Region III (Central Luzon),region-iii-central-luzon,Bataan,Pilar,pilar,city/municipality,2023,12,1.0,2751.0123
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,0.0,2397.9457
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,0.0,2397.9457
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,,1729.4695
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,0.0,1541.4305
Region III (Central Luzon),region-iii-central-luzon,Bataan,Pilar,pilar,city/municipality,2023,12,1.0,1649.8002
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,0.0,2066.2977
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,0.0,3235.264
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,0.0,3235.264
Region III (Central Luzon),region-iii-central-luzon,Bataan,Balanga,balanga,city/municipality,2023,12,1.0,1982.0772
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,0.0,2330.0392
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,0.0,1729.4695
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,0.0,3235.264
Region III (Central Luzon),region-iii-central-luzon,Bataan,Pilar,pilar,city/municipality,2023,12,1.0,1786.654
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,,1982.0772
Region III (Central Luzon),region-iii-central-luzon,Bataan,Pilar,pilar,city/municipality,2023,12,1.0,1940.4423
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,0.0,2397.9457
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,0.0,2397.9457
Region III (Central Luzon),region-iii-central-luzon,Bataan,Pilar,pilar,city/municipality,2023,12,1.0,1649.8002
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,,2397.9457
Region III (Central Luzon),region-iii-central-luzon,Bataan,Pilar,pilar,city/municipality,2023,12,1.0,2229.2934
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,0.0,2330.0392
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,0.0,1729.4695
Region III (Central Luzon),region-iii-central-luzon,Bataan,Pilar,pilar,city/municipality,2023,12,1.0,1541.4305
Region III (Central Luzon),region-iii-central-luzon,Bataan,Pilar,pilar,city/municipality,2023,12,1.0,1649.8002
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,0.0,1940.4423
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,0.0,2397.9457
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,0.0,1729.4695
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,,1729.4695
Region III (Central Luzon),region-iii-central-luzon,Bataan,Pilar,pilar,city/municipality,2023,12,1.0,2112.5092
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,0.0,1541.4305
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,0.0,1729.4695
Region III (Central Luzon),region-iii-central-luzon,Bataan,Pilar,pilar,city/municipality,2023,12,1.0,1649.8002
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,,1940.4423
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,0.0,1541.4305
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,0.0,1729.4695
Region III (Central Luzon),region-iii-central-luzon,Bataan,Pilar,pilar,city/municipality,2023,12,1.0,1786.654
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,,2112.5092
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,0.0,1541.4305
Region III (Central Luzon),region-iii-central-luzon,Bataan,Hermosa,hermosa,city/municipality,2023,12,1.0,1649.8002
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,0.0,1940.4423
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,,2397.9457
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,0.0,2397.9457
Region III (Central Luzon),region-iii-central-luzon,Bataan,Hermosa,hermosa,city/municipality,2023,12,1.0,2112.5092
Region III (Central Luzon),region-iii-central-luzon,Bataan,Hermosa,hermosa,city/municipality,2023,12,1.0,2330.0392
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,0.0,1541.4305
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,0.0,1541.4305
Region III (Central Luzon),region-iii-central-luzon,Bataan,Balanga,balanga,city/municipality,2023,12,1.0,2330.0392
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,0.0,2229.2934
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,0.0,2206.8935
Region III (Central Luzon),region-iii-central-luzon,Bataan,Pilar,pilar,city/municipality,2023,12,1.0,2112.5092
Region III (Central Luzon),region-iii-central-luzon,Bataan,Pilar,pilar,city/municipality,2023,12,1.0,1786.654
Region III (Central Luzon),region-iii-central-luzon,Bataan,Pilar,pilar,city/municipality,2023,12,1.0,1541.4305
Region III (Central Luzon),region-iii-central-luzon,Bataan,Pilar,pilar,city/municipality,2023,12,1.0,1541.4305
Region III (Central Luzon),region-iii-central-luzon,Bataan,Pilar,pilar,city/municipality,2023,12,1.0,1982.0772
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,0.0,1729.4695
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,0.0,1729.4695
Region III (Central Luzon),region-iii-central-luzon,Pampanga,San Fernando,san-fernando,city/municipality,2023,12,1.0,1649.8002
Region III (Central Luzon),region-iii-central-luzon,Bataan,Mariveles,mariveles,city/municipality,2023,12,1.0,1940.4423
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,0.0,1881.1577
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,0.0,1622.9633
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,0.0,2323.6255
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,0.0,1820.9485
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,0.0,2224.2488
Region III (Central Luzon),region-iii-central-luzon,Bataan,Balanga,balanga,city/municipality,2023,12,1.0,1881.1577
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,0.0,1737.0651
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,0.0,1622.9633
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,0.0,1622.9633
Region III (Central Luzon),region-iii-central-luzon,Bataan,Balanga,balanga,city/municipality,2023,12,1.0,1737.0651
Region III (Central Luzon),region-iii-central-luzon,Bataan,Balanga,balanga,city/municipality,2023,12,1.0,2043.0805
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,0.0,1820.9485
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,,1737.0651
Region III (Central Luzon),region-iii-central-luzon,Bataan,Mariveles,mariveles,city/municipality,2023,12,1.0,2043.0805
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,0.0,1820.9485
Region III (Central Luzon),region-iii-central-luzon,Bataan,Pilar,pilar,city/municipality,2023,12,1.0,2224.2488
Region III (Central Luzon),region-iii-central-luzon,Bataan,Pilar,pilar,city/municipality,2023,12,1.0,2086.9176
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,,2524.7832
Region III (Central Luzon),region-iii-central-luzon,Bataan,Pilar,pilar,city/municipality,2023,12,1.0,2453.2849
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,,2347.2101
Region III (Central Luzon),region-iii-central-luzon,Cavite,Cavite,cavite,city/municipality,2023,12,1.0,2043.0805
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,0.0,1622.9633
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,0.0,2175.5929
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,0.0,1881.1577
Region III (Central Luzon),region-iii-central-luzon,Bataan,Pilar,pilar,city/municipality,2023,12,1.0,2086.9176
Region III (Central Luzon),region-iii-central-luzon,Bataan,Morong,morong,city/municipality,2023,12,1.0,1737.0651
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,0.0,2043.0805
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,0.0,1820.9485
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,0.0,1820.9485
Region III (Central Luzon),region-iii-central-luzon,Bataan,Balanga,balanga,city/municipality,2023,12,1.0,2086.9176
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,0.0,2896.525
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,0.0,1622.9633
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,0.0,2524.7832
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,0.0,2043.0805
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,0.0,1820.9485
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,0.0,2524.7832
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,0.0,2524.7832
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,,1820.9485
Region III (Central Luzon),region-iii-central-luzon,Bataan,Limay,limay,city/municipality,2023,12,1.0,2347.2101
Region III (Central Luzon),region-iii-central-luzon,Bataan,Balanga,balanga,city/municipality,2023,12,1.0,2453.2849
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,0.0,1622.9633
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,0.0,1820.9485
Region III (Central Luzon),region-iii-central-luzon,Bataan,Balanga,balanga,city/municipality,2023,12,1.0,2347.2101
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,0.0,2043.0805
Region III (Central Luzon),region-iii-central-luzon,Bataan,Pilar,pilar,city/municipality,2023,12,1.0,1737.0651
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,0.0,1820.9485
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,0.0,1820.9485
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,,2524.7832
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,0.0,1881.1577
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,0.0,2323.6255
Region III (Central Luzon),region-iii-central-luzon,Bataan,Balanga,balanga,city/municipality,2023,12,1.0,2043.0805
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,0.0,2043.0805
Region III (Central Luzon),region-iii-central-luzon,Ilocos Norte,Laoag,laoag,city/municipality,2023,12,1.0,1737.0651
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,0.0,2524.7832
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,,1820.9485
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,0.0,2175.5929
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,0.0,3406.3908
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,0.0,1622.9633
Region III (Central Luzon),region-iii-central-luzon,Bataan,Abucay,abucay,city/municipality,2023,12,1.0,2896.525
Region III (Central Luzon),region-iii-central-luzon,Bataan,Hermosa,hermosa,city/municipality,2023,12,1.0,2086.9176
Region III (Central Luzon),region-iii-central-luzon,Bataan,Pilar,pilar,city/municipality,2023,12,1.0,1737.0651
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,0.0,2043.0805
Region III (Central Luzon),region-iii-central-luzon,Bulacan,Bulacan,bulacan,city/municipality,2023,12,1.0,10250.9212
Region III (Central Luzon),region-iii-central-luzon,Bulacan,Bulacan,bulacan,city/municipality,2023,12,1.0,12385.5864
Region III (Central Luzon),region-iii-central-luzon,Bulacan,Bulacan,bulacan,city/municipality,2023,12,1.0,9355.0768
Region III (Central Luzon),region-iii-central-luzon,Bulacan,Bulacan,bulacan,city/municipality,2023,12,1.0,9550.454
Region III (Central Luzon),region-iii-central-luzon,Bulacan,Bulacan,bulacan,city/municipality,2023,12,1.0,8620.5882
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,0.0,12649.9745
Region III (Central Luzon),region-iii-central-luzon,,,,city/municipality,2023,12,0.0,7404.9719
