RDMD_ID,Region,Household Unique Sequential Number,Final Weight Based on Projection (provincial projections),Survey Month,Survey Year,Psu Number,Household Size,C09-Work Indicator,"C11 - Location of Work (Province, Municipality)"
16054,7,4000,1628.3545,12,2023,794,8,1,2217
16055,7,4000,2314.7572,12,2023,794,8,2,N/A
16056,7,4000,2002.5584,12,2023,794,8,2,N/A
16057,7,4000,2462.6434,12,2023,794,8,2,N/A
16058,7,4000,2462.6434,12,2023,794,8,2,N/A
16059,7,4000,2291.8261,12,2023,794,8,2,N/A
16060,7,4000,2291.8261,12,2023,794,8,2,N/A
16061,7,4000,1924.9353,12,2023,794,8,1,2217
16062,7,4001,1659.3501,12,2023,794,4,1,2217
16063,7,4001,2036.772,12,2023,794,4,1,2217
16064,7,4001,2291.8261,12,2023,794,4,2,N/A
16065,7,4001,2462.6434,12,2023,794,4,N/A,N/A
16066,7,4002,2036.772,12,2023,794,1,2,N/A
16067,7,4003,2338.3385,12,2023,794,1,2,N/A
16068,7,4004,2338.3385,12,2023,794,9,1,2217
16069,7,4004,3028.6506,12,2023,794,9,1,2217
16070,7,4004,2288.3765,12,2023,794,9,N/A,N/A
16071,7,4004,2314.7572,12,2023,794,9,2,N/A
16072,7,4004,2002.5584,12,2023,794,9,2,N/A
16073,7,4004,1945.3633,12,2023,794,9,1,2217
16074,7,4004,1924.9353,12,2023,794,9,2,N/A
16075,7,4004,2462.6434,12,2023,794,9,2,N/A
16076,7,4004,2462.6434,12,2023,794,9,2,N/A
16077,7,4005,1570.9996,12,2023,794,4,2,N/A
16078,7,4005,1301.4242,12,2023,794,4,1,2217
16079,7,4005,3028.6506,12,2023,794,4,2,N/A
16080,7,4005,1301.4242,12,2023,794,4,2,N/A
16081,7,4006,2288.3765,12,2023,794,3,1,2217
16082,7,4006,2002.5584,12,2023,794,3,2,N/A
16083,7,4006,2002.5584,12,2023,794,3,2,N/A
16084,7,4007,1675.6571,12,2023,1074,2,1,2217
16085,7,4007,1707.553,12,2023,1074,2,1,2217
16086,7,4008,1339.2297,12,2023,1074,7,1,2217
16087,7,4008,1675.6571,12,2023,1074,7,1,2217
16088,7,4008,1707.553,12,2023,1074,7,1,2217
16089,7,4008,2381.9993,12,2023,1074,7,2,N/A
16090,7,4008,2060.7314,12,2023,1074,7,2,N/A
16091,7,4008,2358.4021,12,2023,1074,7,N/A,N/A
16092,7,4008,2358.4021,12,2023,1074,7,N/A,N/A
16093,7,4009,1980.8534,12,2023,1074,4,1,2217
16094,7,4009,2095.9388,12,2023,1074,4,1,2217
16095,7,4009,2095.9388,12,2023,1074,4,1,2217
16096,7,4009,2381.9993,12,2023,1074,4,1,2217
16097,7,4010,1707.553,12,2023,1074,5,1,2217
16098,7,4010,2060.7314,12,2023,1074,5,2,N/A
16099,7,4010,2060.7314,12,2023,1074,5,2,N/A
16100,7,4010,2534.1815,12,2023,1074,5,2,N/A
16101,7,4010,2534.1815,12,2023,1074,5,2,N/A
16102,7,4011,2060.7314,12,2023,1074,3,2,N/A
16103,7,4011,2095.9388,12,2023,1074,3,1,2217
16104,7,4011,2534.1815,12,2023,1074,3,N/A,N/A
16105,7,4012,1707.553,12,2023,1074,12,1,2217
16106,7,4012,2534.1815,12,2023,1074,12,2,N/A
16107,7,4012,2060.7314,12,2023,1074,12,2,N/A
16108,7,4012,2381.9993,12,2023,1074,12,2,N/A
16109,7,4012,2060.7314,12,2023,1074,12,2,N/A
16110,7,4012,2060.7314,12,2023,1074,12,2,N/A
16111,7,4012,2381.9993,12,2023,1074,12,1,2217
16112,7,4012,1675.6571,12,2023,1074,12,1,2217
16113,7,4012,2358.4021,12,2023,1074,12,N/A,N/A
16114,7,4012,2358.4021,12,2023,1074,12,N/A,N/A
16115,7,4012,2534.1815,12,2023,1074,12,N/A,N/A
16116,7,4012,2358.4021,12,2023,1074,12,N/A,N/A
16117,7,4013,2001.8748,12,2023,1074,1,2,N/A
16118,7,4014,1616.6361,12,2023,1074,12,1,2217
16119,7,4014,2001.8748,12,2023,1074,12,1,2217
16120,7,4014,1980.8534,12,2023,1074,12,2,N/A
16121,7,4014,1616.6361,12,2023,1074,12,1,2217
16122,7,4014,1707.553,12,2023,1074,12,2,N/A
16123,7,4014,1339.2297,12,2023,1074,12,2,N/A
16124,7,4014,2381.9993,12,2023,1074,12,2,N/A
16125,7,4014,2060.7314,12,2023,1074,12,2,N/A
16126,7,4014,2060.7314,12,2023,1074,12,2,N/A
16127,7,4014,2381.9993,12,2023,1074,12,2,N/A
16128,7,4014,1675.6571,12,2023,1074,12,1,2217
16129,7,4014,2095.9388,12,2023,1074,12,2,N/A
16130,7,4015,1616.6361,12,2023,1074,8,2,N/A
16131,7,4015,1339.2297,12,2023,1074,8,2,N/A
16132,7,4015,1675.6571,12,2023,1074,8,1,2217
16133,7,4015,3116.6308,12,2023,1074,8,1,2217
16134,7,4015,1707.553,12,2023,1074,8,1,2217
16135,7,4015,2534.1815,12,2023,1074,8,2,N/A
16136,7,4015,2358.4021,12,2023,1074,8,2,N/A
16137,7,4015,2358.4021,12,2023,1074,8,2,N/A
16138,7,4016,1605.4199,12,2023,514,4,1,2217
16139,7,4016,2256.1459,12,2023,514,4,1,2230
16140,7,4016,2427.9583,12,2023,514,4,2,N/A
16141,7,4016,2259.5469,12,2023,514,4,2,N/A
16142,7,4017,1283.0943,12,2023,514,1,2,N/A
16143,7,4018,1283.0943,12,2023,514,3,2,N/A
16144,7,4018,1283.0943,12,2023,514,3,2,N/A
16145,7,4018,1605.4199,12,2023,514,3,1,2217
16146,7,4019,1605.4199,12,2023,514,2,1,2217
16147,7,4019,2305.4042,12,2023,514,2,1,2217
16148,7,4020,1897.8236,12,2023,514,2,1,2217
16149,7,4020,2427.9583,12,2023,514,2,2,N/A
16150,7,4021,1917.9639,12,2023,514,3,1,2217
16151,7,4021,2305.4042,12,2023,514,3,1,2217
16152,7,4021,2256.1459,12,2023,514,3,1,2217
16153,7,4022,2008.0851,12,2023,514,2,1,2217
16154,7,4022,1974.3534,12,2023,514,2,2,N/A
16155,7,4023,2008.0851,12,2023,514,4,1,2217
16156,7,4023,1974.3534,12,2023,514,4,2,N/A
16157,7,4023,2259.5469,12,2023,514,4,N/A,N/A
16158,7,4023,2259.5469,12,2023,514,4,2,N/A
16159,7,4024,1605.4199,12,2023,514,3,1,2217
16160,7,4024,1635.979,12,2023,514,3,1,2217
16161,7,4024,2282.155,12,2023,514,3,1,2217
16162,7,4025,1605.4199,12,2023,514,9,1,2217
16163,7,4025,1635.979,12,2023,514,9,2,N/A
16164,7,4025,1974.3534,12,2023,514,9,2,N/A
16165,7,4025,1974.3534,12,2023,514,9,2,N/A
16166,7,4025,2259.5469,12,2023,514,9,N/A,N/A
16167,7,4025,1974.3534,12,2023,514,9,1,2217
16168,7,4025,2282.155,12,2023,514,9,1,2217
16169,7,4025,2282.155,12,2023,514,9,1,2217
16170,7,4025,1974.3534,12,2023,514,9,2,N/A
16171,7,4026,2421.9459,12,2023,245,5,2,N/A
16172,7,4026,1202.2066,12,2023,245,5,1,2226
16173,7,4026,1990.762,12,2023,245,5,2,N/A
16174,7,4026,1730.3924,12,2023,245,5,2,N/A
16175,7,4026,1990.762,12,2023,245,5,N/A,N/A
16176,7,4027,851.796,12,2023,245,3,1,2226
16177,7,4027,1608.3697,12,2023,245,3,2,N/A
16178,7,4027,1990.762,12,2023,245,3,2,N/A
16179,7,4028,413.687,12,2023,245,1,2,N/A
16180,7,4029,865.8052,12,2023,245,4,1,2218
16181,7,4029,851.796,12,2023,245,4,2,N/A
16182,7,4029,1248.4334,12,2023,245,4,2,N/A
16183,7,4029,1263.1579,12,2023,245,4,1,2226
16184,7,4030,1036.7794,12,2023,245,3,1,2226
16185,7,4030,851.796,12,2023,245,3,1,2226
16186,7,4030,1074.8877,12,2023,245,3,1,2226
16187,7,4031,1202.2066,12,2023,245,4,1,2226
16188,7,4031,851.796,12,2023,245,4,1,2226
16189,7,4031,1730.3924,12,2023,245,4,1,2226
16190,7,4031,1990.762,12,2023,245,4,1,2226
16191,7,4032,1202.2066,12,2023,245,3,1,2226
16192,7,4032,851.796,12,2023,245,3,1,2226
16193,7,4032,1263.1579,12,2023,245,3,2,N/A
16194,7,4033,851.796,12,2023,245,7,2,N/A
16195,7,4033,1036.7794,12,2023,245,7,N/A,N/A
16196,7,4033,1074.8877,12,2023,245,7,2,N/A
16197,7,4033,1248.4334,12,2023,245,7,1,2226
16198,7,4033,1263.1579,12,2023,245,7,2,N/A
16199,7,4033,1263.1579,12,2023,245,7,2,N/A
16200,7,4033,1730.3924,12,2023,245,7,2,N/A
16201,7,4034,413.687,12,2023,245,5,1,2226
16202,7,4034,437.8211,12,2023,245,5,2,N/A
16203,7,4034,1202.2066,12,2023,245,5,1,2226
16204,7,4034,1730.3924,12,2023,245,5,2,N/A
16205,7,4034,1730.3924,12,2023,245,5,2,N/A
16206,7,4035,839.1714,12,2023,245,5,1,2217
16207,7,4035,1608.3697,12,2023,245,5,2,N/A
16208,7,4035,1074.8877,12,2023,245,5,1,2226
16209,7,4035,1074.8877,12,2023,245,5,1,2226
16210,7,4035,1263.1579,12,2023,245,5,1,2226
16211,7,4036,851.796,12,2023,245,8,2,N/A
16212,7,4036,1036.7794,12,2023,245,8,1,2226
16213,7,4036,1248.4334,12,2023,245,8,1,2226
16214,7,4036,1074.8877,12,2023,245,8,1,2226
16215,7,4036,1263.1579,12,2023,245,8,2,N/A
16216,7,4036,1608.3697,12,2023,245,8,2,N/A
16217,7,4036,1608.3697,12,2023,245,8,2,N/A
16218,7,4036,1074.8877,12,2023,245,8,1,2226
16219,7,4037,1074.8877,12,2023,245,6,1,2226
16220,7,4037,1248.4334,12,2023,245,6,1,2226
16221,7,4037,1990.762,12,2023,245,6,2,N/A
16222,7,4037,1990.762,12,2023,245,6,2,N/A
16223,7,4037,1730.3924,12,2023,245,6,N/A,N/A
16224,7,4037,437.8211,12,2023,245,6,2,N/A
16225,7,4038,1074.8877,12,2023,245,3,1,2226
16226,7,4038,1248.4334,12,2023,245,3,1,2226
16227,7,4038,1730.3924,12,2023,245,3,2,N/A
16228,7,4039,1204.059,12,2023,513,4,1,2226
16229,7,4039,2425.6776,12,2023,513,4,1,2226
16230,7,4039,1733.0585,12,2023,513,4,2,N/A
16231,7,4039,1993.8293,12,2023,513,4,2,N/A
16232,7,4040,438.4957,12,2023,513,1,1,2226
16233,7,4041,867.1392,12,2023,513,2,1,2226
16234,7,4041,840.4644,12,2023,513,2,2,N/A
16235,7,4042,867.1392,12,2023,513,6,1,2226
16236,7,4042,840.4644,12,2023,513,6,2,N/A
16237,7,4042,1204.059,12,2023,513,6,1,2226
16238,7,4042,1250.357,12,2023,513,6,1,2226
16239,7,4042,1610.8479,12,2023,513,6,2,N/A
16240,7,4042,1733.0585,12,2023,513,6,N/A,N/A
16241,7,4043,1038.3769,12,2023,513,4,1,2226
16242,7,4043,853.1085,12,2023,513,4,1,2230
16243,7,4043,1265.1041,12,2023,513,4,2,N/A
16244,7,4043,1993.8293,12,2023,513,4,2,N/A
16245,7,4044,840.4644,12,2023,513,1,1,2226
16246,7,4045,867.1392,12,2023,513,3,1,2226
16247,7,4045,438.4957,12,2023,513,3,2,N/A
16248,7,4045,1250.357,12,2023,513,3,1,2226
16249,7,4046,867.1392,12,2023,513,4,1,2226
16250,7,4046,840.4644,12,2023,513,4,1,2226
16251,7,4046,1250.357,12,2023,513,4,2,N/A
16252,7,4046,1733.0585,12,2023,513,4,N/A,N/A
16253,7,4047,1076.5439,12,2023,513,3,1,2226
16254,7,4047,1250.357,12,2023,513,3,2,N/A
16255,7,4047,1993.8293,12,2023,513,3,2,N/A
16256,7,4048,867.1392,12,2023,513,4,1,2226
16257,7,4048,840.4644,12,2023,513,4,2,N/A
16258,7,4048,1733.0585,12,2023,513,4,2,N/A
16259,7,4048,1733.0585,12,2023,513,4,2,N/A
16260,7,4049,414.3244,12,2023,513,7,1,2226
16261,7,4049,438.4957,12,2023,513,7,1,2226
16262,7,4049,1250.357,12,2023,513,7,1,2226
16263,7,4049,1250.357,12,2023,513,7,1,2226
16264,7,4049,1610.8479,12,2023,513,7,1,2226
16265,7,4049,1610.8479,12,2023,513,7,2,N/A
16266,7,4049,1610.8479,12,2023,513,7,1,2226
16267,7,4050,397.9349,12,2023,44,6,1,2226
16268,7,4050,375.9994,12,2023,44,6,2,N/A
16269,7,4050,774.1959,12,2023,44,6,1,2226
16270,7,4050,1148.082,12,2023,44,6,1,2226
16271,7,4050,1461.8444,12,2023,44,6,2,N/A
16272,7,4050,1809.4001,12,2023,44,6,N/A,N/A
16273,7,4051,942.327,12,2023,44,1,1,2226
16274,7,4052,397.9349,12,2023,44,6,1,2226
16275,7,4052,1092.6835,12,2023,44,6,2,N/A
16276,7,4052,942.327,12,2023,44,6,N/A,N/A
16277,7,4052,1148.082,12,2023,44,6,2,N/A
16278,7,4052,1572.7506,12,2023,44,6,2,N/A
16279,7,4052,942.327,12,2023,44,6,1,2226
16280,7,4053,397.9349,12,2023,44,4,1,2226
16281,7,4053,397.9349,12,2023,44,4,2,N/A
16282,7,4053,375.9994,12,2023,44,4,2,N/A
16283,7,4053,397.9349,12,2023,44,4,2,N/A
16284,7,4054,774.1959,12,2023,44,5,1,2226
16285,7,4054,942.327,12,2023,44,5,N/A,N/A
16286,7,4054,1148.082,12,2023,44,5,2,N/A
16287,7,4054,1461.8444,12,2023,44,5,2,N/A
16288,7,4054,397.9349,12,2023,44,5,2,N/A
16289,7,4055,976.9636,12,2023,44,1,1,2226
16290,7,4056,1134.6989,12,2023,44,2,1,2226
16291,7,4056,976.9636,12,2023,44,2,1,2226
16292,7,4057,942.327,12,2023,44,1,1,2226
16293,7,4058,862.4423,12,2023,111,7,1,2226
16294,7,4058,848.4875,12,2023,111,7,1,2226
16295,7,4058,1070.7127,12,2023,111,7,1,2226
16296,7,4058,1243.5842,12,2023,111,7,1,2226
16297,7,4058,1258.2515,12,2023,111,7,1,2226
16298,7,4058,1602.1225,12,2023,111,7,1,2226
16299,7,4058,1983.0295,12,2023,111,7,1,2226
16300,7,4059,1070.7127,12,2023,111,1,1,2226
16301,7,4060,1032.7524,12,2023,111,2,1,2226
16302,7,4060,848.4875,12,2023,111,2,N/A,N/A
16303,7,4061,862.4423,12,2023,111,9,1,2226
16304,7,4061,1070.7127,12,2023,111,9,N/A,N/A
16305,7,4061,1243.5842,12,2023,111,9,1,2226
16306,7,4061,1070.7127,12,2023,111,9,1,2230
16307,7,4061,1258.2515,12,2023,111,9,2,N/A
16308,7,4061,1070.7127,12,2023,111,9,1,2217
16309,7,4061,1243.5842,12,2023,111,9,1,2226
16310,7,4061,1723.6712,12,2023,111,9,2,N/A
16311,7,4061,1723.6712,12,2023,111,9,2,N/A
16312,7,4062,1197.537,12,2023,111,6,1,2219
16313,7,4062,2412.5386,12,2023,111,6,2,N/A
16314,7,4062,1983.0295,12,2023,111,6,2,N/A
16315,7,4062,1983.0295,12,2023,111,6,2,N/A
16316,7,4062,1723.6712,12,2023,111,6,2,N/A
16317,7,4062,1983.0295,12,2023,111,6,N/A,N/A
16318,7,4063,1032.7524,12,2023,111,5,2,N/A
16319,7,4063,848.4875,12,2023,111,5,1,2226
16320,7,4063,1258.2515,12,2023,111,5,1,2226
16321,7,4063,1258.2515,12,2023,111,5,2,N/A
16322,7,4063,1983.0295,12,2023,111,5,2,N/A
16323,7,4064,412.0801,12,2023,111,4,1,2226
16324,7,4064,436.1205,12,2023,111,4,2,N/A
16325,7,4064,1070.7127,12,2023,111,4,1,2226
16326,7,4064,1983.0295,12,2023,111,4,N/A,N/A
16327,7,4065,1070.7127,12,2023,111,5,1,2226
16328,7,4065,1243.5842,12,2023,111,5,2,N/A
16329,7,4065,1983.0295,12,2023,111,5,2,N/A
16330,7,4065,1983.0295,12,2023,111,5,2,N/A
16331,7,4065,1723.6712,12,2023,111,5,N/A,N/A
16332,7,4066,1197.537,12,2023,111,4,1,2226
16333,7,4066,2412.5386,12,2023,111,4,1,2226
16334,7,4066,1258.2515,12,2023,111,4,2,N/A
16335,7,4066,1983.0295,12,2023,111,4,2,N/A
16336,7,4067,1197.537,12,2023,111,2,1,2226
16337,7,4067,1243.5842,12,2023,111,2,2,N/A
16338,7,4068,436.1205,12,2023,111,2,2,N/A
16339,7,4068,1243.5842,12,2023,111,2,1,2226
16340,7,4069,1197.537,12,2023,111,5,1,2226
16341,7,4069,2412.5386,12,2023,111,5,1,2226
16342,7,4069,1258.2515,12,2023,111,5,2,N/A
16343,7,4069,1723.6712,12,2023,111,5,2,N/A
16344,7,4069,1983.0295,12,2023,111,5,2,N/A
16345,7,4070,1560.6638,12,2023,312,3,1,2226
16346,7,4070,826.5309,12,2023,312,3,N/A,N/A
16347,7,4070,424.8349,12,2023,312,3,2,2226
16348,7,4071,840.1245,12,2023,312,3,1,2226
16349,7,4071,814.2807,12,2023,312,3,1,2226
16350,7,4071,1211.4036,12,2023,312,3,2,N/A
16351,7,4072,1043.0055,12,2023,312,4,1,2226
16352,7,4072,1006.0275,12,2023,312,4,1,2226
16353,7,4072,401.4166,12,2023,312,4,1,2226
16354,7,4072,840.1245,12,2023,312,4,1,2226
16355,7,4073,826.5309,12,2023,312,7,2,N/A
16356,7,4073,1560.6638,12,2023,312,7,1,2226
16357,7,4073,1225.6913,12,2023,312,7,1,2226
16358,7,4073,1679.0672,12,2023,312,7,2,N/A
16359,7,4073,1679.0672,12,2023,312,7,2,N/A
16360,7,4073,1679.0672,12,2023,312,7,2,N/A
16361,7,4073,1560.6638,12,2023,312,7,2,N/A
16362,7,4074,826.5309,12,2023,312,4,1,2226
16363,7,4074,1225.6913,12,2023,312,4,2,N/A
16364,7,4074,1560.6638,12,2023,312,4,1,2226
16365,7,4074,1225.6913,12,2023,312,4,2,N/A
16366,7,4075,1166.5479,12,2023,312,4,1,2226
16367,7,4075,2350.1085,12,2023,312,4,1,2226
16368,7,4075,1679.0672,12,2023,312,4,2,N/A
16369,7,4075,1679.0672,12,2023,312,4,N/A,N/A
16370,7,4076,2350.1085,12,2023,312,4,2,N/A
16371,7,4076,1560.6638,12,2023,312,4,2,N/A
16372,7,4076,1931.714,12,2023,312,4,2,N/A
16373,7,4076,424.8349,12,2023,312,4,1,2226
16374,7,4077,1043.0055,12,2023,312,2,2,N/A
16375,7,4077,1560.6638,12,2023,312,2,2,N/A
16376,7,4078,1166.5479,12,2023,312,2,1,2226
16377,7,4078,1225.6913,12,2023,312,2,2,N/A
16378,7,4079,1043.0055,12,2023,312,3,1,2226
16379,7,4079,1211.4036,12,2023,312,3,2,N/A
16380,7,4079,1931.714,12,2023,312,3,2,N/A
16381,7,4080,424.8349,12,2023,312,1,1,2226
16382,7,4081,424.8349,12,2023,312,2,1,2226
16383,7,4081,1166.5479,12,2023,312,2,1,2226
16384,7,4082,865.4312,12,2023,446,4,1,2226
16385,7,4082,1221.451,12,2023,446,4,1,2217
16386,7,4082,1283.3779,12,2023,446,4,2,N/A
16387,7,4082,1758.0917,12,2023,446,4,2,N/A
16388,7,4083,1092.094,12,2023,446,3,1,2226
16389,7,4083,1268.4177,12,2023,446,3,1,2226
16390,7,4083,2022.6292,12,2023,446,3,2,N/A
16391,7,4084,1268.4177,12,2023,446,4,1,2226
16392,7,4084,1221.451,12,2023,446,4,1,2226
16393,7,4084,1092.094,12,2023,446,4,1,2226
16394,7,4084,1221.451,12,2023,446,4,1,2226
16395,7,4085,852.6045,12,2023,446,3,2,N/A
16396,7,4085,1268.4177,12,2023,446,3,1,2226
16397,7,4085,1092.094,12,2023,446,3,1,2226
16398,7,4086,420.3091,12,2023,446,1,1,2226
16399,7,4087,1053.3757,12,2023,446,6,1,2226
16400,7,4087,865.4312,12,2023,446,6,1,2226
16401,7,4087,1283.3779,12,2023,446,6,1,2226
16402,7,4087,1283.3779,12,2023,446,6,2,N/A
16403,7,4087,1283.3779,12,2023,446,6,2,N/A
16404,7,4087,1283.3779,12,2023,446,6,2,N/A
16405,7,4088,1092.094,12,2023,446,5,1,2226
16406,7,4088,1268.4177,12,2023,446,5,1,2226
16407,7,4088,2022.6292,12,2023,446,5,N/A,N/A
16408,7,4088,2022.6292,12,2023,446,5,N/A,N/A
16409,7,4088,1092.094,12,2023,446,5,1,2226
16410,7,4089,1053.3757,12,2023,446,5,1,2226
16411,7,4089,2460.7153,12,2023,446,5,1,2226
16412,7,4089,1092.094,12,2023,446,5,1,2226
16413,7,4089,1634.1157,12,2023,446,5,2,N/A
16414,7,4089,2022.6292,12,2023,446,5,2,N/A
16415,7,4090,2460.7153,12,2023,446,6,1,2226
16416,7,4090,1221.451,12,2023,446,6,1,2226
16417,7,4090,2022.6292,12,2023,446,6,2,N/A
16418,7,4090,1758.0917,12,2023,446,6,2,N/A
16419,7,4090,1758.0917,12,2023,446,6,2,N/A
16420,7,4090,2022.6292,12,2023,446,6,2,N/A
16421,7,4091,814.2168,12,2023,178,3,1,2226
16422,7,4091,1027.4662,12,2023,178,3,1,2217
16423,7,4091,1537.4122,12,2023,178,3,2,N/A
16424,7,4092,1027.4662,12,2023,178,2,1,2217
16425,7,4092,1537.4122,12,2023,178,2,1,2226
16426,7,4093,827.6079,12,2023,178,5,2,N/A
16427,7,4093,802.1491,12,2023,178,5,1,2226
16428,7,4093,1149.1681,12,2023,178,5,2,2226
16429,7,4093,1193.3554,12,2023,178,5,2,N/A
16430,7,4093,1654.0515,12,2023,178,5,2,N/A
16431,7,4094,395.4361,12,2023,178,3,2,N/A
16432,7,4094,802.1491,12,2023,178,3,2,N/A
16433,7,4094,1537.4122,12,2023,178,3,1,2226
16434,7,4095,2315.0953,12,2023,178,3,1,2226
16435,7,4095,1027.4662,12,2023,178,3,1,2226
16436,7,4095,1207.4303,12,2023,178,3,1,2226
16437,7,4096,395.4361,12,2023,178,6,1,2226
16438,7,4096,814.2168,12,2023,178,6,2,N/A
16439,7,4096,1027.4662,12,2023,178,6,2,N/A
16440,7,4096,1193.3554,12,2023,178,6,1,2226
16441,7,4096,1654.0515,12,2023,178,6,2,N/A
16442,7,4096,1654.0515,12,2023,178,6,N/A,N/A
16443,7,4097,395.4361,12,2023,178,5,2,N/A
16444,7,4097,418.5055,12,2023,178,5,2,N/A
16445,7,4097,991.0391,12,2023,178,5,2,N/A
16446,7,4097,1149.1681,12,2023,178,5,1,2226
16447,7,4097,1149.1681,12,2023,178,5,2,N/A
16448,7,4098,1027.4662,12,2023,178,7,1,2226
16449,7,4098,1193.3554,12,2023,178,7,1,2226
16450,7,4098,1537.4122,12,2023,178,7,1,2226
16451,7,4098,1902.9342,12,2023,178,7,2,N/A
16452,7,4098,1902.9342,12,2023,178,7,2,N/A
16453,7,4098,1654.0515,12,2023,178,7,2,N/A
16454,7,4098,1654.0515,12,2023,178,7,N/A,N/A
16455,7,4099,418.5055,12,2023,178,7,1,2226
16456,7,4099,1149.1681,12,2023,178,7,1,2226
16457,7,4099,1193.3554,12,2023,178,7,2,N/A
16458,7,4099,1654.0515,12,2023,178,7,2,N/A
16459,7,4099,1902.9342,12,2023,178,7,N/A,N/A
16460,7,4099,1207.4303,12,2023,178,7,2,N/A
16461,7,4099,1207.4303,12,2023,178,7,2,N/A
16462,7,4100,1537.4122,12,2023,178,3,2,N/A
16463,7,4100,1027.4662,12,2023,178,3,1,2226
16464,7,4100,1902.9342,12,2023,178,3,N/A,N/A
16465,7,4101,991.0391,12,2023,178,3,1,2226
16466,7,4101,2315.0953,12,2023,178,3,1,2226
16467,7,4101,1537.4122,12,2023,178,3,2,N/A
16468,7,4102,1149.1681,12,2023,178,4,1,2226
16469,7,4102,2315.0953,12,2023,178,4,1,2226
16470,7,4102,1149.1681,12,2023,178,4,1,2226
16471,7,4102,1654.0515,12,2023,178,4,2,N/A
16472,7,4103,1149.1681,12,2023,178,3,1,2226
16473,7,4103,1193.3554,12,2023,178,3,2,N/A
16474,7,4103,1654.0515,12,2023,178,3,N/A,N/A
16475,7,4104,395.4361,12,2023,178,5,1,2226
16476,7,4104,802.1491,12,2023,178,5,1,2226
16477,7,4104,1027.4662,12,2023,178,5,1,2226
16478,7,4104,1207.4303,12,2023,178,5,2,N/A
16479,7,4104,1207.4303,12,2023,178,5,1,2226
16480,7,4105,991.0391,12,2023,178,6,1,2226
16481,7,4105,814.2168,12,2023,178,6,2,N/A
16482,7,4105,1537.4122,12,2023,178,6,1,2226
16483,7,4105,1207.4303,12,2023,178,6,1,2226
16484,7,4105,1207.4303,12,2023,178,6,1,2226
16485,7,4105,1537.4122,12,2023,178,6,1,2226
16486,7,4106,1193.3554,12,2023,178,3,1,2217
16487,7,4106,1193.3554,12,2023,178,3,1,2217
16488,7,4106,1193.3554,12,2023,178,3,1,2217
16489,7,4107,1193.3554,12,2023,178,9,1,2226
16490,7,4107,1027.4662,12,2023,178,9,1,2226
16491,7,4107,1654.0515,12,2023,178,9,2,N/A
16492,7,4107,1654.0515,12,2023,178,9,2,N/A
16493,7,4107,1654.0515,12,2023,178,9,N/A,N/A
16494,7,4107,1027.4662,12,2023,178,9,1,2226
16495,7,4107,1207.4303,12,2023,178,9,1,2226
16496,7,4107,802.1491,12,2023,178,9,2,N/A
16497,7,4107,1654.0515,12,2023,178,9,N/A,N/A
16498,7,4108,803.6133,12,2023,379,3,1,2226
16499,7,4108,1540.2184,12,2023,379,3,1,2226
16500,7,4108,1657.0706,12,2023,379,3,N/A,N/A
16501,7,4109,1029.3416,12,2023,379,4,1,2226
16502,7,4109,2319.321,12,2023,379,4,1,2226
16503,7,4109,1906.4076,12,2023,379,4,N/A,N/A
16504,7,4109,1657.0706,12,2023,379,4,N/A,N/A
16505,7,4110,992.848,12,2023,379,8,1,2226
16506,7,4110,2319.321,12,2023,379,8,1,2226
16507,7,4110,1540.2184,12,2023,379,8,1,2226
16508,7,4110,1906.4076,12,2023,379,8,1,2226
16509,7,4110,1657.0706,12,2023,379,8,2,N/A
16510,7,4110,1657.0706,12,2023,379,8,2,N/A
16511,7,4110,1906.4076,12,2023,379,8,2,N/A
16512,7,4110,1906.4076,12,2023,379,8,N/A,N/A
16513,7,4111,419.2694,12,2023,379,4,1,2226
16514,7,4111,815.703,12,2023,379,4,1,2226
16515,7,4111,1151.2656,12,2023,379,4,1,2226
16516,7,4111,1209.6342,12,2023,379,4,2,N/A
16517,7,4112,1029.3416,12,2023,379,4,1,2217
16518,7,4112,1195.5336,12,2023,379,4,1,2226
16519,7,4112,1906.4076,12,2023,379,4,2,N/A
16520,7,4112,1657.0706,12,2023,379,4,2,N/A
16521,7,4113,396.1578,12,2023,379,2,1,2226
16522,7,4113,803.6133,12,2023,379,2,1,2226
16523,7,4114,1029.3416,12,2023,379,3,1,2217
16524,7,4114,1540.2184,12,2023,379,3,1,2226
16525,7,4114,1657.0706,12,2023,379,3,2,N/A
16526,7,4115,829.1185,12,2023,379,5,1,2226
16527,7,4115,1209.6342,12,2023,379,5,1,2226
16528,7,4115,1540.2184,12,2023,379,5,2,N/A
16529,7,4115,1657.0706,12,2023,379,5,N/A,N/A
16530,7,4115,1657.0706,12,2023,379,5,N/A,N/A
16531,7,4116,803.6133,12,2023,379,10,1,2226
16532,7,4116,829.1185,12,2023,379,10,1,2226
16533,7,4116,1151.2656,12,2023,379,10,2,N/A
16534,7,4116,1029.3416,12,2023,379,10,1,2226
16535,7,4116,1209.6342,12,2023,379,10,1,2226
16536,7,4116,1540.2184,12,2023,379,10,2,N/A
16537,7,4116,1209.6342,12,2023,379,10,1,2226
16538,7,4116,1906.4076,12,2023,379,10,N/A,N/A
16539,7,4116,1029.3416,12,2023,379,10,1,2226
16540,7,4116,1195.5336,12,2023,379,10,1,2226
16541,7,4117,1195.5336,12,2023,379,4,1,2226
